posicao,codigo_ibge,municipio,unidade_federativa,populacao,is_capital
1,3550308,São Paulo,São Paulo,12252023,TRUE
2,3304557,Rio de Janeiro,Rio de Janeiro,6718903,TRUE
3,5300108,Brasília,Distrito Federal,3015268,TRUE
4,2927408,Salvador,Bahia,2872347,TRUE
5,2304400,Fortaleza,Ceará,2669342,TRUE
6,3106200,Belo Horizonte,Minas Gerais,2512070,TRUE
7,1302603,Manaus,Amazonas,2182763,TRUE
8,4106902,Curitiba,Paraná,1933105,TRUE
9,2611606,Recife,Pernambuco,1645727,TRUE
10,5208707,Goiânia,Goiás,1516113,TRUE
11,1501402,Belém,Pará,1492745,TRUE
12,4314902,Porto Alegre,Rio Grande do Sul,1483771,TRUE
13,3518800,Guarulhos,São Paulo,1379182,FALSE
14,3509502,Campinas,São Paulo,1204073,FALSE
15,2111300,São Luís,Maranhão,1101884,TRUE
16,3304904,São Gonçalo,Rio de Janeiro,1084839,FALSE
17,2704302,Maceió,Alagoas,1018948,TRUE
18,3301702,Duque de Caxias,Rio de Janeiro,919596,FALSE
19,5002704,Campo Grande,Mato Grosso do Sul,895982,TRUE
20,2408102,Natal,Rio Grande do Norte,884122,TRUE
21,2211001,Teresina,Piauí,864845,TRUE
22,3548708,São Bernardo do Campo,São Paulo,838936,FALSE
23,3303500,Nova Iguaçu,Rio de Janeiro,821128,FALSE
24,2507507,João Pessoa,Paraíba,809015,TRUE
25,3549904,São José dos Campos,São Paulo,721944,FALSE
26,3547809,Santo André,São Paulo,718773,FALSE
27,3543402,Ribeirão Preto,São Paulo,703293,FALSE
28,2607901,Jaboatão dos Guararapes,Pernambuco,702298,FALSE
29,3534401,Osasco,São Paulo,698418,FALSE
30,3170206,Uberlândia,Minas Gerais,691305,FALSE
31,3552205,Sorocaba,São Paulo,679378,FALSE
32,3118601,Contagem,Minas Gerais,663855,FALSE
33,2800308,Aracaju,Sergipe,657013,TRUE
34,2910800,Feira de Santana,Bahia,614872,FALSE
35,5103403,Cuiabá,Mato Grosso,612547,TRUE
36,4209102,Joinville,Santa Catarina,590466,FALSE
37,5201405,Aparecida de Goiânia,Goiás,578179,FALSE
38,4113700,Londrina,Paraná,569733,FALSE
39,3136702,Juiz de Fora,Minas Gerais,568873,FALSE
40,1500800,Ananindeua,Pará,530598,FALSE
41,1100205,Porto Velho,Rondônia,529544,TRUE
42,3205002,Serra,Espírito Santo,517510,FALSE
43,3303302,Niterói,Rio de Janeiro,513584,FALSE
44,3300456,Belford Roxo,Rio de Janeiro,510906,FALSE
45,4305108,Caxias do Sul,Rio Grande do Sul,510906,FALSE
46,3301009,Campos dos Goytacazes,Rio de Janeiro,507548,FALSE
47,1600303,Macapá,Amapá,503327,TRUE
48,4205407,Florianópolis,Santa Catarina,500973,TRUE
49,3205200,Vila Velha,Espírito Santo,493838,FALSE
50,3529401,Mauá,São Paulo,472912,FALSE
51,3305109,São João de Meriti,Rio de Janeiro,472406,FALSE
52,3549805,São José do Rio Preto,São Paulo,460671,FALSE
53,3530607,Mogi das Cruzes,São Paulo,445842,FALSE
54,3106705,Betim,Minas Gerais,439340,FALSE
55,3548500,Santos,São Paulo,433311,FALSE
56,3513801,Diadema,São Paulo,423884,FALSE
57,4115200,Maringá,Paraná,423666,FALSE
58,3525904,Jundiaí,São Paulo,418962,FALSE
59,2504009,Campina Grande,Paraíba,409731,FALSE
60,3143302,Montes Claros,Minas Gerais,409341,FALSE
61,1200401,Rio Branco,Acre,407319,TRUE
62,3538709,Piracicaba,São Paulo,404142,FALSE
63,3510609,Carapicuíba,São Paulo,400927,FALSE
64,1400100,Boa Vista,Roraima,399213,TRUE
65,2609600,Olinda,Pernambuco,392482,FALSE
66,5201108,Anápolis,Goiás,386923,FALSE
67,3201308,Cariacica,Espírito Santo,381285,FALSE
68,3506003,Bauru,São Paulo,376818,FALSE
69,3523107,Itaquaquecetuba,São Paulo,370821,FALSE
70,3551009,São Vicente,São Paulo,365798,FALSE
71,3205309,Vitória,Espírito Santo,362097,TRUE
72,2303709,Caucaia,Ceará,361400,FALSE
73,2604106,Caruaru,Pernambuco,361118,FALSE
74,4202404,Blumenau,Santa Catarina,357199,FALSE
75,3516200,Franca,São Paulo,353187,FALSE
76,4119905,Ponta Grossa,Paraná,351736,FALSE
77,2611101,Petrolina,Pernambuco,349145,FALSE
78,4304606,Canoas,Rio Grande do Sul,346616,FALSE
79,4314407,Pelotas,Rio Grande do Sul,342405,FALSE
80,2933307,Vitória da Conquista,Bahia,341597,FALSE
81,3154606,Ribeirão das Neves,Minas Gerais,334858,FALSE
82,3170107,Uberaba,Minas Gerais,333783,FALSE
83,2610707,Paulista,Pernambuco,331774,FALSE
84,4104808,Cascavel,Paraná,328454,FALSE
85,3541000,Praia Grande,São Paulo,325073,FALSE
86,4125506,São José dos Pinhais,Paraná,323340,FALSE
87,3518701,Guarujá,São Paulo,320459,FALSE
88,3554102,Taubaté‎,São Paulo,314924,FALSE
89,3303906,Petrópolis,Rio de Janeiro,306191,FALSE
90,3526902,Limeira,São Paulo,306114,FALSE
91,1506807,Santarém,Pará,304589,FALSE
92,2905701,Camaçari,Bahia,299132,FALSE
93,1721000,Palmas,Tocantins,299127,TRUE
94,3552502,Suzano,São Paulo,297637,FALSE
95,2408003,Mossoró,Rio Grande do Norte,297378,FALSE
96,3552809,Taboão da Serra,São Paulo,289664,FALSE
97,5108402,Várzea Grande,Mato Grosso,284971,FALSE
98,3552403,Sumaré,São Paulo,282441,FALSE
99,4316907,Santa Maria,Rio Grande do Sul,282123,FALSE
100,4309209,Gravataí,Rio Grande do Sul,281519,FALSE
101,3127701,Governador Valadares,Minas Gerais,279885,FALSE
102,1504208,Marabá,Pará,279349,FALSE
103,2307304,Juazeiro do Norte,Ceará,274207,FALSE
104,3505708,Barueri,São Paulo,274182,FALSE
105,3515004,Embu das Artes,São Paulo,273726,FALSE
106,3306305,Volta Redonda,Rio de Janeiro,273012,FALSE
107,3131307,Ipatinga,Minas Gerais,263410,FALSE
108,2403251,Parnamirim,Rio Grande do Norte,261469,FALSE
109,2105302,Imperatriz,Maranhão,258682,FALSE
110,4108304,Foz do Iguaçu,Paraná,258532,FALSE
111,3302403,Macaé,Rio de Janeiro,256672,FALSE
112,4323002,Viamão,Rio Grande do Sul,255224,FALSE
113,3548906,São Carlos,São Paulo,251983,FALSE
114,3520509,Indaiatuba,São Paulo,251627,FALSE
115,3513009,Cotia,São Paulo,249210,FALSE
116,4313409,Novo Hamburgo,Rio Grande do Sul,246748,FALSE
117,4216602,São José,Santa Catarina,246586,FALSE
118,3302502,Magé,Rio de Janeiro,245071,FALSE
119,4105805,Colombo,Paraná,243726,FALSE
120,3301900,Itaboraí,Rio de Janeiro,240592,FALSE
121,3167202,Sete Lagoas,Minas Gerais,239639,FALSE
122,3501608,Americana,São Paulo,239597,FALSE
123,3529005,Marília,São Paulo,238882,FALSE
124,3122306,Divinópolis,Minas Gerais,238230,FALSE
125,3522505,Itapevi,São Paulo,237700,FALSE
126,4318705,São Leopoldo,Rio Grande do Sul,236835,FALSE
127,3503208,Araraquara,São Paulo,236072,FALSE
128,5218805,Rio Verde,Goiás,235647,FALSE
129,3524402,Jacareí,São Paulo,233662,FALSE
130,5107602,Rondonópolis,Mato Grosso,232491,FALSE
131,2700300,Arapiraca,Alagoas,231747,FALSE
132,3519071,Hortolândia,São Paulo,230851,FALSE
133,3541406,Presidente Prudente,São Paulo,228743,FALSE
134,2307650,Maracanaú,Ceará,227886,FALSE
135,5003702,Dourados,Mato Grosso do Sul,222949,FALSE
136,4204202,Chapecó,Santa Catarina,220367,FALSE
137,3300704,Cabo Frio,Rio de Janeiro,219863,FALSE
138,4208203,Itajaí,Santa Catarina,219536,FALSE
139,3157807,Santa Luzia,Minas Gerais,219134,FALSE
140,2918407,Juazeiro,Bahia,216707,FALSE
141,4204608,Criciúma,Santa Catarina,215186,FALSE
142,2914802,Itabuna,Bahia,213223,FALSE
143,5200258,Águas Lindas de Goiás,Goiás,212440,FALSE
144,4315602,Rio Grande,Rio Grande do Sul,211005,FALSE
145,4300604,Alvorada,Rio Grande do Sul,210305,FALSE
146,3201209,Cachoeiro de Itapemirim,Espírito Santo,208972,FALSE
147,2312908,Sobral,Ceará,208935,FALSE
148,5212501,Luziânia,Goiás,208299,FALSE
149,1505536,Parauapebas,Pará,208273,FALSE
150,2602902,Cabo de Santo Agostinho,Pernambuco,207048,FALSE
151,3543907,Rio Claro,São Paulo,206424,FALSE
152,3300100,Angra dos Reis,Rio de Janeiro,203785,FALSE
153,4314100,Passo Fundo,Rio Grande do Sul,203275,FALSE
154,1502400,Castanhal,Pará,200793,FALSE
155,2919207,Lauro de Freitas,Bahia,198440,FALSE
156,3502804,Araçatuba,São Paulo,197016,FALSE
157,3515707,Ferraz de Vasconcelos,São Paulo,194276,FALSE
158,3545803,Santa Bárbara d'Oeste,São Paulo,193475,FALSE
159,3303401,Nova Friburgo,Rio de Janeiro,190631,FALSE
160,3300407,Barra Mansa,Rio de Janeiro,184412,FALSE
161,2804805,Nossa Senhora do Socorro,Sergipe,183628,FALSE
162,3305802,Teresópolis,Rio de Janeiro,182594,FALSE
163,4109401,Guarapuava,Paraná,181504,FALSE
164,1702109,Araguaína,Tocantins,180470,FALSE
165,3129806,Ibirité,Minas Gerais,180204,FALSE
166,4208906,Jaraguá do Sul,Santa Catarina,177697,FALSE
167,2111201,São José de Ribamar,Maranhão,177687,FALSE
168,3302858,Mesquita,Rio de Janeiro,176103,FALSE
169,3516309,Francisco Morato,São Paulo,175844,FALSE
170,3522208,Itapecerica da Serra,São Paulo,175693,FALSE
171,3523909,Itu,São Paulo,173939,FALSE
172,3203205,Linhares,Espírito Santo,173555,FALSE
173,4211900,Palhoça,Santa Catarina,171797,FALSE
174,2112209,Timon,Maranhão,169107,FALSE
175,3507605,Bragança Paulista,São Paulo,168668,FALSE
176,5221858,Valparaíso de Goiás,Goiás,168468,FALSE
177,3538006,Pindamonhangaba,São Paulo,168328,FALSE
178,3151800,Poços de Caldas,Minas Gerais,167397,FALSE
179,2103000,Caxias,Maranhão,164880,FALSE
180,3522307,Itapetininga,São Paulo,163901,FALSE
181,3303203,Nilópolis,Rio de Janeiro,162485,FALSE
182,2913606,Ilhéus,Bahia,162327,FALSE
183,3302700,Maricá,Rio de Janeiro,161207,FALSE
184,3548807,São Caetano do Sul,São Paulo,161127,FALSE
185,2931350,Teixeira de Freitas,Bahia,160487,FALSE
186,2603454,Camaragibe,Pernambuco,157828,FALSE
187,1500107,Abaetetuba,Pará,157698,FALSE
188,4209300,Lages,Santa Catarina,157544,FALSE
189,2918001,Jequié,Bahia,155966,FALSE
190,2903201,Barreiras,Bahia,155439,FALSE
191,4118204,Paranaguá,Paraná,154936,FALSE
192,3516408,Franco da Rocha,São Paulo,154489,FALSE
193,2207702,Parnaíba,Piauí,153078,FALSE
194,3148004,Patos de Minas,Minas Gerais,152488,FALSE
195,3530706,Mogi Guaçu,São Paulo,151888,FALSE
196,2900702,Alagoinhas,Bahia,151596,FALSE
197,3152501,Pouso Alegre,Minas Gerais,150737,FALSE
198,3304524,Rio das Ostras,Rio de Janeiro,150674,FALSE
199,3304144,Queimados,Rio de Janeiro,150319,FALSE
200,3525300,Jaú,São Paulo,150252,FALSE
201,2925303,Porto Seguro,Bahia,148686,FALSE
202,3507506,Botucatu,São Paulo,146497,FALSE
203,4101804,Araucária,Paraná,143843,FALSE
204,5107909,Sinop,Mato Grosso,142996,FALSE
205,3504107,Atibaia,São Paulo,142761,FALSE
206,4202008,Balneário Camboriú,Santa Catarina,142295,FALSE
207,4320008,Sapucaia do Sul,Rio Grande do Sul,141075,FALSE
208,4127700,Toledo,Paraná,140635,FALSE
209,3168606,Teófilo Otoni,Minas Gerais,140592,FALSE
210,2606002,Garanhuns,Pernambuco,139788,FALSE
211,3547304,Santana de Parnaíba,São Paulo,139447,FALSE
212,2616407,Vitória de Santo Antão,Pernambuco,138757,FALSE
213,1502103,Cametá,Pará,137890,FALSE
214,3105608,Barbacena,Minas Gerais,137313,FALSE
215,2513703,Santa Rita,Paraíba,136586,FALSE
216,3156700,Sabará,Minas Gerais,136344,FALSE
217,3170701,Varginha,Minas Gerais,135558,FALSE
218,4101408,Apucarana,Paraná,134996,FALSE
219,4202909,Brusque,Santa Catarina,134723,FALSE
220,2930709,Simões Filho,Bahia,134377,FALSE
221,3503307,Araras,São Paulo,134236,FALSE
222,3302007,Itaguaí,Rio de Janeiro,133019,FALSE
223,3300209,Araruama,Rio de Janeiro,132400,FALSE
224,4119152,Pinhais,Paraná,132157,FALSE
225,2304202,Crato,Ceará,132123,FALSE
226,4104204,Campo Largo,Paraná,132002,FALSE
227,1504422,Marituba,Pará,131521,FALSE
228,3304201,Resende,Rio de Janeiro,131341,FALSE
229,3513504,Cubatão,São Paulo,130705,FALSE
230,3204906,São Mateus,Espírito Santo,130611,FALSE
231,4316808,Santa Cruz do Sul,Rio Grande do Sul,130416,FALSE
232,4303103,Cachoeirinha,Rio Grande do Sul,130293,FALSE
233,2306405,Itapipoca,Ceará,129358,FALSE
234,3556206,Valinhos,São Paulo,129193,FALSE
235,2307700,Maranguape,Ceará,128978,FALSE
236,1100122,Ji-Paraná,Rondônia,128969,FALSE
237,3118304,Conselheiro Lafaiete,Minas Gerais,128589,FALSE
238,1507300,São Félix do Xingu,Pará,128481,FALSE
239,1501709,Bragança,Pará,127686,FALSE
240,3171204,Vespasiano,Minas Gerais,127601,FALSE
241,5221403,Trindade,Goiás,127599,FALSE
242,4322400,Uruguaiana,Rio Grande do Sul,126970,FALSE
243,3551702,Sertãozinho,São Paulo,125815,FALSE
244,3525003,Jandira,São Paulo,124937,FALSE
245,3202405,Guarapari,Espírito Santo,124859,FALSE
246,1501303,Barcarena,Pará,124680,FALSE
247,3506508,Birigui,São Paulo,123638,FALSE
248,3543303,Ribeirão Pires,São Paulo,123393,FALSE
249,4101507,Arapongas,Paraná,123027,FALSE
250,2103307,Codó,Maranhão,122859,FALSE
251,3201506,Colatina,Espírito Santo,122499,FALSE
252,3557006,Votorantim,São Paulo,122480,FALSE
253,2107506,Paço do Lumiar,Maranhão,122197,FALSE
254,3505500,Barretos,São Paulo,122098,FALSE
255,3511102,Catanduva,São Paulo,121862,FALSE
256,3556503,Várzea Paulista,São Paulo,121838,FALSE
257,3518404,Guaratinguetá,São Paulo,121798,FALSE
258,3554003,Tatuí,São Paulo,121766,FALSE
259,5208004,Formosa,Goiás,121617,FALSE
260,3510500,Caraguatatuba,São Paulo,121532,FALSE
261,5008305,Três Lagoas,Mato Grosso do Sul,121388,FALSE
262,1600600,Santana,Amapá,121364,FALSE
263,4301602,Bagé,Rio Grande do Sul,121143,FALSE
264,3523404,Itatiba,São Paulo,120858,FALSE
265,4302105,Bento Gonçalves,Rio Grande do Sul,120454,FALSE
266,3131703,Itabira,Minas Gerais,120060,FALSE
267,3545209,Salto,São Paulo,118663,FALSE
268,4100400,Almirante Tamandaré,Paraná,118623,FALSE
269,2924009,Paulo Afonso,Bahia,117782,FALSE
270,3539806,Poá,São Paulo,117452,FALSE
271,3103504,Araguari,Minas Gerais,117267,FALSE
272,2606804,Igarassu,Pernambuco,117019,FALSE
273,5215231,Novo Gama,Goiás,115711,FALSE
274,3169901,Ubá,Minas Gerais,115552,FALSE
275,5220454,Senador Canedo,Goiás,115371,FALSE
276,3147907,Passos,Minas Gerais,114679,FALSE
277,1500602,Altamira,Pará,114594,FALSE
278,1303403,Parintins,Amazonas,114273,FALSE
279,1508100,Tucuruí,Pará,113659,FALSE
280,3534708,Ourinhos,São Paulo,113542,FALSE
281,2910727,Eunápolis,Bahia,113380,FALSE
282,2613701,São Lourenço da Mata,Pernambuco,113230,FALSE
283,1505502,Paragominas,Pará,113145,FALSE
284,4119509,Piraquara,Paraná,113036,FALSE
285,2100055,Açailândia,Maranhão,112445,FALSE
286,4128104,Umuarama,Paraná,111557,FALSE
287,5003207,Corumbá,Mato Grosso do Sul,111435,FALSE
288,3119401,Coronel Fabriciano,Minas Gerais,109855,FALSE
289,3536505,Paulínia,São Paulo,109424,FALSE
290,5205109,Catalão,Goiás,108823,FALSE
291,3143906,Muriaé,Minas Gerais,108763,FALSE
292,2612505,Santa Cruz do Capibaribe,Pernambuco,107937,FALSE
293,1100023,Ariquemes,Rondônia,107863,FALSE
294,2510808,Patos‎,Paraíba,107605,FALSE
295,4103701,Cambé,Paraná,106533,FALSE
296,1507953,Tailândia,Pará,106339,FALSE
297,3104007,Araxá,Minas Gerais,106229,FALSE
298,4307005,Erechim,Rio Grande do Sul,105862,FALSE
299,4218707,Tubarão,Santa Catarina,105686,FALSE
300,2101202,Bacabal,Maranhão,104949,FALSE
301,3302270,Japeri,Rio de Janeiro,104768,FALSE
302,5211503,Itumbiara,Goiás,104742,FALSE
303,3134202,Ituiutaba,Minas Gerais,104671,FALSE
304,3305208,São Pedro da Aldeia,Rio de Janeiro,104476,FALSE
305,2803500,Lagarto,Sergipe,104408,FALSE
306,3504008,Assis,São Paulo,104386,FALSE
307,3138203,Lavras,Minas Gerais,103773,FALSE
308,5107958,Tangará da Serra,Mato Grosso,103750,FALSE
309,3526704,Leme,São Paulo,103391,FALSE
310,3302205,Itaperuna,Rio de Janeiro,103224,FALSE
311,1501808,Breves,Pará,102701,FALSE
312,3145208,Nova Serrana,Minas Gerais,102693,FALSE
313,2305506,Iguatu,Ceará,102498,FALSE
314,2412005,São Gonçalo do Amarante,Rio Grande do Norte,102400,FALSE
315,3522109,Itanhaém,São Paulo,101816,FALSE
316,2928703,Santo Antônio de Jesus,Bahia,101512,FALSE
317,3509007,Caieiras,São Paulo,101470,FALSE
318,1301902,Itacoatiara,Amazonas,101337,FALSE
319,1503606,Itaituba,Pará,101247,FALSE
320,3200607,Aracruz,Espírito Santo,101220,FALSE
321,5211909,Jataí,Goiás,100882,FALSE
322,3300308,Barra do Piraí,Rio de Janeiro,100374,FALSE
323,4107652,Fazenda Rio Grande,Paraná,100209,FALSE
324,3528502,Mairiporã,São Paulo,100179,FALSE
325,2600054,Abreu e Lima,Pernambuco,99990,FALSE
326,1100304,Vilhena,Rondônia,99854,FALSE
327,4309308,Guaíba,Rio Grande do Sul,98143,FALSE
328,1302504,Manacapuru,Amazonas,97377,FALSE
329,2501807,Bayeux,Paraíba,96880,FALSE
330,3132404,Itajubá,Minas Gerais,96869,FALSE
331,4126256,Sarandi,Paraná,96688,FALSE
332,2932903,Valença,Bahia,96562,FALSE
333,2607208,Ipojuca,Pernambuco,96204,FALSE
334,2802908,Itabaiana,Sergipe,95427,FALSE
335,3144805,Nova Lima,Minas Gerais,94889,FALSE
336,2101400,Balsas,Maranhão,94887,FALSE
337,4104303,Campo Mourão,Paraná,94859,FALSE
338,3557105,Votuporanga,São Paulo,94547,FALSE
339,5102504,Cáceres,Mato Grosso,94376,FALSE
340,3522406,Itapeva,São Paulo,94354,FALSE
341,3508504,Caçapava,São Paulo,94263,FALSE
342,3147105,Pará de Minas,Minas Gerais,93969,FALSE
343,3133808,Itaúna,Minas Gerais,93214,FALSE
344,3530805,Mogi Mirim,São Paulo,93189,FALSE
345,3147006,Paracatu,Minas Gerais,93158,FALSE
346,5006606,Ponta Porã,Mato Grosso do Sul,92526,FALSE
347,3113404,Caratinga,Minas Gerais,92062,FALSE
348,3549102,São João da Boa Vista,São Paulo,91211,FALSE
349,5204508,Caldas Novas,Goiás,91162,FALSE
350,4108403,Francisco Beltrão,Paraná,91093,FALSE
351,3550605,São Roque,São Paulo,91016,FALSE
352,3555406,Ubatuba,São Paulo,90799,FALSE
353,3148103,Patrocínio,Minas Gerais,90757,FALSE
354,3504503,Avaré,São Paulo,90655,FALSE
355,5107925,Sorriso,Mato Grosso,90313,FALSE
356,3139409,Manhuaçu,Minas Gerais,90229,FALSE
357,3162500,São João del-Rei,Minas Gerais,90082,FALSE
358,2806701,São Cristóvão,Sergipe,90072,FALSE
359,5217609,Planaltina,Goiás,89918,FALSE
360,3168705,Timóteo,Minas Gerais,89842,FALSE
361,3503901,Arujá,São Paulo,89824,FALSE
362,3305505,Saquarema,Rio de Janeiro,89170,FALSE
363,2109908,Santa Inês,Maranhão,89044,FALSE
364,3550704,São Sebastião,São Paulo,88980,FALSE
365,3527207,Lorena,São Paulo,88706,FALSE
366,1200203,Cruzeiro do Sul,Acre,88376,FALSE
367,4118402,Paranavaí,Paraná,88374,FALSE
368,2101608,Barra do Corda,Maranhão,88212,FALSE
369,2311306,Quixadá,Ceará,87728,FALSE
370,2919553,Luís Eduardo Magalhães,Bahia,87519,FALSE
371,2906501,Candeias,Bahia,87076,FALSE
372,1709500,Gurupi,Tocantins,86647,FALSE
373,2613909,Serra Talhada,Pernambuco,86350,FALSE
374,1100049,Cacoal,Rondônia,85359,FALSE
375,1301209,Coari,Amazonas,85097,FALSE
376,1506138,Redenção,Pará,84787,FALSE
377,3509601,Campo Limpo Paulista,São Paulo,84650,FALSE
378,4215802,São Bento do Sul,Santa Catarina,84507,FALSE
379,2911709,Guanambi,Bahia,84481,FALSE
380,2601102,Araripina,Pernambuco,84418,FALSE
381,3170404,Unaí,Minas Gerais,84378,FALSE
382,2606408,Gravatá,Pernambuco,84074,FALSE
383,4311403,Lajeado,Rio Grande do Sul,84014,FALSE
384,2604007,Carpina,Pernambuco,83641,FALSE
385,4310207,Ijuí,Rio Grande do Sul,83475,FALSE
386,2309706,Pacatuba,Ceará,83432,FALSE
387,2108603,Pinheiro,Maranhão,83387,FALSE
388,4307708,Esteio,Rio Grande do Sul,83202,FALSE
389,3529302,Matão,São Paulo,83170,FALSE
390,4203204,Camboriú,Santa Catarina,82989,FALSE
391,4118501,Pato Branco,Paraná,82881,FALSE
392,4105508,Cianorte,Paraná,82620,FALSE
393,3305554,Seropédica,Rio de Janeiro,82312,FALSE
394,3513405,Cruzeiro,São Paulo,82238,FALSE
395,4303004,Cachoeira do Sul,Rio Grande do Sul,82201,FALSE
396,1504703,Moju,Pará,82094,FALSE
397,3306008,Três Rios,Rio de Janeiro,81804,FALSE
398,4319901,Sapiranga,Rio Grande do Sul,81734,FALSE
399,4211306,Navegantes,Santa Catarina,81475,FALSE
400,2910057,Dias d'Ávila,Bahia,81089,FALSE
401,2311405,Quixeramobim,Ceará,81082,FALSE
402,2930501,Serrinha,Bahia,80861,FALSE
403,2407104,Macaíba,Rio Grande do Norte,80792,FALSE
404,2917508,Jacobina,Bahia,80518,FALSE
405,2301000,Aquiraz,Ceará,80271,FALSE
406,3120904,Curvelo,Minas Gerais,80129,FALSE
407,3101607,Alfenas,Minas Gerais,79996,FALSE
408,3136207,João Monlevade,Minas Gerais,79910,FALSE
409,2606200,Goiana,Pernambuco,79758,FALSE
410,2103208,Chapadinha,Maranhão,79675,FALSE
411,3169307,Três Corações,Minas Gerais,79482,FALSE
412,2930105,Senhor do Bonfim,Bahia,79015,FALSE
413,4127106,Telêmaco Borba,Paraná,78974,FALSE
414,3519709,Ibiúna,São Paulo,78878,FALSE
415,3171303,Viçosa,Minas Gerais,78846,FALSE
416,3556701,Vinhedo,São Paulo,78728,FALSE
417,4203006,Caçador,Santa Catarina,78595,FALSE
418,3205101,Viana,Espírito Santo,78239,FALSE
419,2208007,Picos,Piauí,78222,FALSE
420,2311801,Russas,Ceará,78194,FALSE
421,3527108,Lins,São Paulo,78013,FALSE
422,4317509,Santo Ângelo,Rio Grande do Sul,77593,FALSE
423,3506102,Bebedouro,São Paulo,77496,FALSE
424,3524303,Jaboticabal,São Paulo,77263,FALSE
425,4317103,Santana do Livramento,Rio Grande do Sul,77027,FALSE
426,2302800,Canindé,Ceará,76997,FALSE
427,3509205,Cajamar,São Paulo,76801,FALSE
428,3306107,Valença,Rio de Janeiro,76523,FALSE
429,2601706,Belo Jardim,Pernambuco,76439,FALSE
430,3539301,Pirassununga,São Paulo,76409,FALSE
431,2916401,Itapetinga,Bahia,76147,FALSE
432,2313401,Tianguá,Ceará,75946,FALSE
433,1505064,Novo Repartimento,Pará,75919,FALSE
434,3115300,Cataguases,Minas Gerais,75123,FALSE
435,2707701,Rio Largo,Alagoas,75120,FALSE
436,2304103,Crateús,Ceará,75074,FALSE
437,3522604,Itapira,São Paulo,74773,FALSE
438,5219753,Santo Antônio do Descoberto,Goiás,74744,FALSE
439,4204301,Concórdia,Santa Catarina,74641,FALSE
440,2301109,Aracati,Ceará,74547,FALSE
441,2601201,Arcoverde,Pernambuco,74338,FALSE
442,3146107,Ouro Preto,Minas Gerais,74281,FALSE
443,4300406,Alegrete,Rio Grande do Sul,73589,FALSE
444,2402600,Ceará-Mirim,Rio Grande do Norte,73497,FALSE
445,4317202,Santa Rosa,Rio Grande do Sul,73254,FALSE
446,2706307,Palmeira dos Índios,Alagoas,73218,FALSE
447,1505304,Oriximiná,Pará,73096,FALSE
448,2914604,Irecê,Bahia,72967,FALSE
449,1506708,Santana do Araguaia,Pará,72817,FALSE
450,2110005,Santa Luzia,Maranhão,72667,FALSE
451,2102325,Buriticupu,Maranhão,72358,FALSE
452,4307906,Farroupilha,Rio Grande do Sul,72331,FALSE
453,3512803,Cosmópolis,São Paulo,72252,FALSE
454,2309607,Pacajus,Ceará,72203,FALSE
455,3501905,Amparo,São Paulo,72195,FALSE
456,2907202,Casa Nova,Bahia,71969,FALSE
457,2303501,Cascavel,Ceará,71743,FALSE
458,3135100,Janaúba,Minas Gerais,71648,FALSE
459,4322608,Venâncio Aires,Rio Grande do Sul,71554,FALSE
460,4104907,Castro,Paraná,71484,FALSE
461,5205497,Cidade Ocidental,Goiás,71376,FALSE
462,2906006,Campo Formoso,Bahia,71206,FALSE
463,4214805,Rio do Sul,Santa Catarina,71061,FALSE
464,3164704,São Sebastião do Paraíso,Minas Gerais,70956,FALSE
465,1506500,Santa Izabel do Pará,Pará,70801,FALSE
466,3124104,Esmeraldas,Minas Gerais,70552,FALSE
467,5208608,Goianésia,Goiás,70084,FALSE
468,4205902,Gaspar,Santa Catarina,69639,FALSE
469,2104800,Grajaú,Maranhão,69527,FALSE
470,2609907,Ouricuri,Pernambuco,69459,FALSE
471,2516201,Sousa,Paraíba,69444,FALSE
472,4207502,Indaial,Santa Catarina,69425,FALSE
473,3515103,Embu-Guaçu,São Paulo,69385,FALSE
474,2802106,Estância,Sergipe,69184,FALSE
475,2903904,Bom Jesus da Lapa,Bahia,69148,FALSE
476,3515509,Fernandópolis,São Paulo,69116,FALSE
477,1502202,Capanema,Pará,69027,FALSE
478,3530508,Mococa,São Paulo,68885,FALSE
479,2605202,Escada,Pernambuco,68875,FALSE
480,4202305,Biguaçu,Santa Catarina,68481,FALSE
481,3526803,Lençóis Paulista,São Paulo,68432,FALSE
482,3537602,Peruíbe,São Paulo,68284,FALSE
483,4201406,Araranguá,Santa Catarina,68228,FALSE
484,2105401,Itapecuru-Mirim,Maranhão,68203,FALSE
485,2305407,Icó,Ceará,68018,FALSE
486,2402006,Caicó,Rio Grande do Norte,67952,FALSE
487,3135209,Januária,Minas Gerais,67742,FALSE
488,2503209,Cabedelo,Paraíba,67736,FALSE
489,3126109,Formiga,Minas Gerais,67683,FALSE
490,2610905,Pesqueira,Pernambuco,67395,FALSE
491,2305233,Horizonte,Ceará,67337,FALSE
492,2904605,Brumado,Bahia,67195,FALSE
493,5213103,Mineiros,Goiás,66801,FALSE
494,4303905,Campo Bom,Rio Grande do Sul,66712,FALSE
495,2908408,Conceição do Coité,Bahia,66612,FALSE
496,4122404,Rolândia,Paraná,66580,FALSE
497,4303509,Camaquã,Rio Grande do Sul,66261,FALSE
498,4322509,Vacaria,Rio Grande do Sul,66218,FALSE
499,1501782,Breu Branco,Pará,66046,FALSE
500,1304062,Tabatinga,Amazonas,65844,FALSE
501,2709301,União dos Palmares,Alagoas,65611,FALSE
